Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Avg Packet Size,Fwd Packet Length Mean,Bwd Packet Length Mean,SYN Flag Count,FIN Flag Count,Active Mean,Idle Mean,Down/Up Ratio,Label
17,216631,6,0,9638.509723908395,27.69686702272528,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,2,2,0,401000000.0,1000000.0,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,48,2,0,15958333.333333332,41666.66666666666,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107319,4,0,13026.584295418332,37.27205806986648,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,107271,4,0,13405.30059382312,37.288736005071264,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,48,2,0,16708333.333333332,41666.66666666666,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,766000000.0,2000000.0,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,109142,4,0,13175.496142639864,36.64950248300379,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,802000000.0,2000000.0,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,215834,6,0,9674.101392737011,27.79914193315233,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,766000000.0,2000000.0,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,766000000.0,2000000.0,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107443,4,0,13383.840734156716,37.22904237595749,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,108613,4,0,12871.387402981229,36.82800401425244,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,110717,4,0,13945.464562804267,36.12814653576235,483.25,386.0,0.0,0,0,0.0,0.0,0.0,UDP
17,213881,6,0,9762.437991219416,28.05298273338913,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,105149,4,0,13295.418881777288,38.041255741852034,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,750000000.0,2000000.0,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107859,4,0,13332.2207697086,37.08545415774298,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,3,2,0,322000000.0,666666.6666666666,724.5,483.0,0.0,0,0,0.0,0.0,0.0,UDP
17,108606,4,0,13240.520781540616,36.83037769552327,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,109162,4,0,13173.082208094393,36.64278778329455,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,108647,4,0,13235.52422064116,36.81647905602548,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,109888,4,0,13632.061735585325,36.40069889341876,460.75,374.5,0.0,0,0,0.0,0.0,0.0,UDP
17,213888,6,0,9762.118491921006,28.05206463195692,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107525,4,0,13373.634038595676,37.2006510113927,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,802000000.0,2000000.0,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,802000000.0,2000000.0,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,766000000.0,2000000.0,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,985398,20,0,7349.314693149367,20.29636755909795,378.15,362.1,0.0,0,0,0.0,0.0,0.0,UDP
17,218500,6,0,9556.064073226544,27.45995423340961,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,2,2,0,401000000.0,1000000.0,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107893,4,0,12957.281751364775,37.07376752894071,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,51,2,0,14705882.352941176,39215.68627450981,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,214598,6,0,9729.820408391504,27.95925404710202,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,213060,6,0,9800.05632216277,28.161081385525204,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,750000000.0,2000000.0,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107482,4,0,13378.984388083589,37.21553376379301,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,48,2,0,13375000.0,41666.66666666666,481.5,321.0,0.0,0,0,0.0,0.0,0.0,UDP
17,104404,4,0,13773.418642963872,38.31270832535152,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,49,2,0,15306122.448979592,40816.32653061225,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,105718,4,0,13223.85970222668,37.83650844700051,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,212799,6,0,9812.076184568536,28.19562122002453,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,106172,4,0,13167.313415966544,37.674716497758354,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,107699,4,0,13352.027409725251,37.14054912301879,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,670000000.0,2000000.0,502.5,335.0,0.0,0,0,0.0,0.0,0.0,UDP
17,105362,4,0,13648.184354890758,37.96435147396595,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,214771,6,0,9721.982949280862,27.93673261287604,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107929,4,0,13323.573830944417,37.06140147689685,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,796000000.0,2000000.0,597.0,398.0,0.0,0,0,0.0,0.0,0.0,UDP
17,108676,4,0,12863.92579778424,36.80665464315948,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,106092,4,0,13554.273649285526,37.70312558911134,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,46,2,0,19217391.304347824,43478.260869565216,663.0,442.0,0.0,0,0,0.0,0.0,0.0,UDP
17,48,2,0,15958333.333333332,41666.66666666666,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,217925,6,0,9581.277962601813,27.53240793851096,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,44,2,0,18227272.727272727,45454.545454545456,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,216636,6,0,9638.28726527447,27.696227773777213,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,750000000.0,2000000.0,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,210904,6,0,9900.238971285513,28.448962561165267,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,212413,6,0,9829.90683244434,28.246858713920524,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107877,4,0,12959.203537361996,37.07926620132188,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,218248,6,0,9567.097980279315,27.4916608628716,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,106886,4,0,13453.586063656609,37.423048855790285,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,47,2,0,16297872.340425532,42553.19148936171,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,214950,6,0,9713.886950453594,27.91346824842987,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,48,2,0,15625000.0,41666.66666666666,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,239027,6,0,8593.171482719526,25.101766746016143,396.0,342.33334,0.0,0,0,0.0,0.0,0.0,UDP
17,217535,6,0,9598.45542096674,27.58176845105385,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107068,4,0,13430.716927560055,37.35943512534091,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,766000000.0,2000000.0,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,970000000.0,2000000.0,727.5,485.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,802000000.0,2000000.0,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,217276,6,0,9609.897089416228,27.61464680866732,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,107543,4,0,13371.395627795391,37.19442455575909,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,48,2,0,15625000.0,41666.66666666666,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,217175,6,0,9614.36629446299,27.627489351905144,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,218565,6,0,9553.222153592753,27.45178779768032,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,215711,6,0,9679.617636560026,27.814993208505825,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,213490,6,0,9780.317579277717,28.10436085999344,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,214232,6,0,9746.44310840584,28.007020426453565,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,49,2,0,15306122.448979592,40816.32653061225,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,213217,6,0,9792.84015814874,28.140345282036613,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,46,2,0,29478260.86956522,43478.260869565216,1017.0,678.0,0.0,0,0,0.0,0.0,0.0,MSSQL
17,988707,20,0,7324.718040835151,20.228439770326293,378.15,362.1,0.0,0,0,0.0,0.0,0.0,UDP
17,105372,4,0,13646.88911665338,37.96074858596212,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,248173,6,0,8276.484549084711,24.17668320083168,396.0,342.33334,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,776000000.0,2000000.0,582.0,388.0,0.0,0,0,0.0,0.0,0.0,UDP
17,215681,6,0,9680.964016301852,27.81886211580992,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,3,2,0,333333333.3333333,666666.6666666666,750.0,500.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,766000000.0,2000000.0,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,750000000.0,2000000.0,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,2,2,0,383000000.0,1000000.0,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,108237,4,0,12916.10077884642,36.95593928139176,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,107967,4,0,12948.400900275084,37.04835736845518,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,660000000.0,2000000.0,495.0,330.0,0.0,0,0,0.0,0.0,0.0,UDP
17,215711,6,0,9679.617636560026,27.814993208505825,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,109219,4,0,12799.970701068496,36.62366438073962,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,2,2,0,375000000.0,1000000.0,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,1366000000.0,2000000.0,1024.5,683.0,0.0,0,0,0.0,0.0,0.0,MSSQL
17,211839,6,0,9856.541996516222,28.323396541713283,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,986469,20,0,7341.335612168248,20.274331986103974,378.15,362.1,0.0,0,0,0.0,0.0,0.0,UDP
17,213826,6,0,9764.949070739762,28.060198479137245,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,218908,6,0,9538.25351289126,27.40877446233121,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,108551,4,0,12878.739025895662,36.8490387007029,432.0,349.5,0.0,0,0,0.0,0.0,0.0,UDP
17,48,2,0,15625000.0,41666.66666666666,562.5,375.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,972000000.0,2000000.0,729.0,486.0,0.0,0,0,0.0,0.0,0.0,UDP
17,105710,4,0,13603.254185980511,37.839371866427015,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,221459,6,0,9428.38177721384,27.09305108394782,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,214017,6,0,9756.234317834564,28.035156085731504,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,211625,6,0,9866.50915534554,28.35203780271707,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,1,2,0,802000000.0,2000000.0,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,219364,6,0,9518.425995149611,27.35179883663682,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,214837,6,0,9718.996262282568,27.928150178972896,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,46,2,0,16652173.91304348,43478.260869565216,574.5,383.0,0.0,0,0,0.0,0.0,0.0,UDP
17,213728,6,0,9769.426560862405,28.073064830064386,401.5,348.0,0.0,0,0,0.0,0.0,0.0,UDP
17,45,2,0,17822222.22222222,44444.444444444445,601.5,401.0,0.0,0,0,0.0,0.0,0.0,UDP
17,106831,4,0,13460.512398086696,37.442315432786366,442.0,359.5,0.0,0,0,0.0,0.0,0.0,UDP
17,49,2,0,13102040.81632653,40816.32653061225,481.5,321.0,0.0,0,0,0.0,0.0,0.0,UDP
